PlayedBefore,TimePlaying,PlayGames,Age,Sex,JumpRun1,LeftRun1,RightRun1,JumpEndRun1,LeftEndRun1,RightEndRun1,TimeRun1,JumpRun2,LeftRun2,RightRun2,JumpEndRun2,LeftEndRun2,RightEndRun2,TimeRun2,JumpRun3,LeftRun3,RightRun3,JumpEndRun3,LeftEndRun3,RightEndRun3,TimeRun3,EngFruChal
0,1,0,29,0,4,1,1,4,1,1,6157,5,1,7,5,1,6,10953,4,1,3,4,1,4,8875,221
0,1,0,29,0,4,1,3,4,1,4,5672,8,3,5,6,3,5,17078,4,0,6,4,0,7,8125,303
0,1,0,29,0,4,1,4,3,1,4,6313,1,0,1,1,0,1,4703,4,0,3,4,0,3,11641,203
0,0,0,26,1,1,0,1,1,0,1,4843,5,0,0,5,0,0,9782,6,0,5,6,0,4,14546,122
0,0,0,26,1,1,0,3,1,0,3,11219,2,0,2,2,0,2,8796,11,3,9,11,3,9,22860,121
0,0,0,26,1,8,2,9,8,1,9,21547,5,2,6,5,2,6,19531,7,1,9,6,1,8,16547,212
0,0,0,26,1,20,2,17,19,2,16,34578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
0,0,0,26,1,33,8,16,31,8,16,39921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303
0,0,0,26,1,16,1,17,13,1,14,23968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
0,0,1,28,1,22,5,28,20,5,29,27891,4,0,5,4,0,5,9750,4,0,7,4,0,6,9625,122
0,0,1,28,1,4,0,10,3,0,9,7672,5,0,4,5,0,4,10656,5,2,4,4,2,4,12844,121
0,0,1,28,1,23,2,27,21,2,27,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
0,0,1,28,1,11,1,6,11,1,7,14703,5,0,0,5,0,0,8375,4,0,10,4,0,8,9625,221
0,0,1,28,1,10,4,8,9,4,9,17500,4,2,8,4,2,9,11922,5,1,3,5,1,3,10906,303
0,0,1,28,1,14,3,9,13,3,8,26688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
0,0,1,28,1,9,2,4,9,2,4,15937,16,6,22,14,6,21,31204,0,0,0,0,0,0,0,412
0,0,1,28,1,17,2,23,15,2,25,28469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
0,0,1,28,1,10,1,9,10,1,8,19843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
0,0,1,28,1,4,0,1,4,0,1,7125,8,0,3,8,0,3,13375,14,0,3,13,0,3,19297,4
1,0,1,45,1,0,0,0,0,0,0,2359,0,0,4,0,0,4,5344,1,0,0,1,0,0,7110,122
1,0,1,45,1,23,0,25,22,0,24,29641,9,0,9,9,0,9,17250,1,0,1,1,0,1,7375,121
1,0,1,45,1,13,0,5,12,0,6,13766,5,0,1,5,0,1,9781,11,0,4,12,0,4,13625,212
1,0,1,45,1,4,0,2,4,0,2,6469,3,0,1,3,0,0,8500,3,0,7,3,0,7,9094,221
1,0,1,45,1,2,0,2,2,0,1,6969,2,0,3,1,0,4,10344,6,0,1,5,0,2,11422,303
1,0,1,45,1,8,0,5,8,0,4,14906,7,0,5,7,0,5,21703,9,0,14,9,0,16,22047,203
0,0,0,30,1,32,12,41,26,12,37,45531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
0,0,0,30,1,4,1,10,2,1,8,8093,2,1,2,2,1,2,8422,2,1,1,2,1,1,8406,121
0,0,0,30,1,5,1,11,4,1,11,10734,7,1,19,8,1,20,14079,10,2,17,8,2,15,18249,212
0,0,0,30,1,17,6,17,16,4,18,25484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
0,0,0,30,1,0,0,0,0,0,0,1657,7,3,4,6,3,4,12578,2,0,1,1,0,1,5593,303
0,0,0,30,1,6,2,6,5,2,6,9203,6,2,2,6,2,2,12031,5,1,3,4,1,3,10250,203
0,0,1,25,1,9,3,5,9,3,5,19596,0,0,0,0,0,0,5500,12,2,8,9,2,8,19251,122
0,0,1,25,1,19,1,20,18,1,20,28643,14,5,10,12,5,11,25736,11,2,7,11,2,6,18360,121
0,0,1,25,1,9,0,10,9,0,9,17516,4,0,5,5,0,5,11235,4,0,6,5,0,6,11891,212
0,0,1,25,1,13,2,13,13,2,13,20484,10,2,9,8,2,8,18501,10,0,9,10,0,7,16547,221
0,0,1,25,1,3,0,4,3,0,4,9594,1,0,2,1,0,2,8718,1,0,1,1,0,0,6657,303
0,0,1,25,1,12,5,15,12,5,15,23578,10,3,9,9,3,8,17250,11,2,10,9,2,8,18000,203
0,0,1,25,1,0,0,0,0,0,0,2719,3,0,2,4,0,3,8406,11,1,8,14,1,8,19266,412
0,0,1,25,1,3,0,6,3,0,6,5516,5,1,3,6,1,2,11125,5,1,3,5,1,3,8578,221
0,0,0,23,1,13,0,11,11,0,10,15937,5,0,9,5,0,9,12125,6,0,1,6,0,2,8922,122
0,0,0,23,1,4,0,4,4,0,3,8360,12,0,7,12,0,10,16625,14,0,10,13,0,12,15093,121
0,0,0,23,1,6,0,17,6,0,16,18360,6,1,12,2,1,13,15218,3,0,5,2,0,6,9657,212
0,0,0,23,1,22,0,30,19,0,35,26390,12,0,16,12,0,15,14328,27,1,15,26,1,15,27422,221
0,0,0,23,1,9,0,5,9,0,6,10828,3,0,5,3,0,7,8375,3,0,6,3,0,6,10375,303
0,0,0,23,1,16,0,13,16,0,12,26313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
1,0,1,48,1,9,1,7,9,1,7,30500,4,0,10,2,0,10,16922,4,0,15,4,0,15,20375,122
1,0,1,48,1,3,0,3,3,0,3,8657,6,0,9,5,0,8,12656,5,0,5,4,0,6,11375,121
1,0,1,48,1,1,0,1,1,0,1,8594,6,0,5,4,0,5,28344,3,0,5,3,0,5,11937,212
1,0,1,48,1,15,0,7,14,0,10,23109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
1,0,1,48,1,9,0,3,9,0,3,11109,13,0,7,12,0,7,17969,15,0,3,15,0,3,17141,303
1,0,1,48,1,7,0,1,6,0,1,11578,4,0,2,4,0,2,11032,5,0,0,5,0,0,10000,203
0,0,1,27,1,26,6,19,26,4,18,35062,16,5,11,15,5,10,28407,15,4,10,14,4,10,27297,122
0,0,1,27,1,11,4,15,10,3,15,27234,11,2,11,11,2,10,23032,9,1,9,8,1,8,19125,121
0,0,1,27,1,1,0,0,2,0,0,2422,7,3,7,7,3,7,20875,1,1,5,2,1,5,16375,212
0,0,1,27,1,10,5,24,9,5,23,37750,10,1,16,8,1,16,29625,9,2,19,8,2,18,21125,221
0,0,1,27,1,10,6,13,9,6,13,29421,9,1,15,8,1,15,25282,5,1,3,5,1,3,17328,303
0,0,1,27,1,6,4,8,5,4,8,25422,11,4,20,11,4,20,27796,16,9,18,14,9,17,33329,203
0,0,1,27,1,27,12,32,27,12,32,62078,20,7,30,17,6,30,45625,4,1,4,5,1,4,11329,412
0,0,1,27,1,13,5,11,13,5,11,29922,6,1,7,6,1,8,15453,8,4,8,8,4,8,18469,221
1,1,0,29,1,2,0,3,2,0,4,6313,2,0,11,2,0,10,12046,4,0,8,3,0,6,8875,122
1,1,0,29,1,3,0,5,3,0,4,5937,7,1,19,7,1,21,12750,2,0,6,2,0,5,8579,121
1,1,0,29,1,11,1,11,10,1,12,11719,16,2,33,13,2,35,18375,25,3,34,23,3,33,29672,212
1,1,0,29,1,20,1,10,20,1,12,18469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
1,1,0,29,1,0,0,0,0,0,0,2485,7,2,5,6,2,6,13078,6,0,12,3,0,15,8547,303
1,1,0,29,1,9,2,2,9,2,2,10469,9,1,3,9,1,2,11594,7,0,3,7,0,2,10000,203
0,0,1,28,1,26,16,40,21,16,39,93875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
0,0,1,28,1,5,0,6,5,0,6,18887,15,2,24,15,2,24,65243,3,0,10,3,0,10,19685,121
0,0,1,28,1,5,5,11,3,5,10,17500,1,0,0,1,0,0,6744,4,1,6,3,1,6,32317,212
0,0,1,28,1,1,0,1,1,0,1,9298,7,0,13,7,0,13,16412,3,0,8,3,0,8,16715,221
0,0,0,27,1,15,3,10,13,3,10,24531,25,4,9,23,4,9,28375,31,14,15,28,13,15,41625,122
0,0,0,27,1,11,3,22,10,3,22,18875,10,0,13,8,0,14,19157,5,0,13,4,0,13,10515,121
0,0,0,27,1,10,2,9,8,2,9,18219,3,1,4,3,1,4,11031,9,3,10,9,3,10,25828,212
0,0,0,27,1,10,1,10,10,1,10,17922,10,3,10,9,3,10,18296,10,1,10,10,1,10,19704,221
0,0,0,27,1,35,22,36,34,22,35,72265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303
0,0,0,27,1,13,3,8,13,3,8,18391,20,1,12,18,1,12,28046,0,0,0,0,0,0,0,203
0,0,0,30,0,6,1,7,5,1,5,14618,7,1,6,7,1,6,16566,2,0,2,2,0,2,9943,122
0,0,0,30,0,0,0,0,0,0,0,2930,10,1,8,10,1,9,21148,10,1,6,10,1,6,19138,121
0,0,0,30,0,52,15,36,46,16,35,76042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
0,0,0,30,0,8,1,6,8,1,7,14915,7,1,7,6,1,8,12952,9,2,4,9,2,4,15352,221
0,0,0,30,0,17,7,12,16,7,11,25186,4,0,1,4,0,1,7232,24,3,15,24,3,14,33634,303
0,0,0,30,0,23,8,21,21,8,21,38107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
0,0,0,30,0,8,1,19,8,1,17,19670,6,0,16,7,0,15,11782,1,0,0,1,0,0,5128,412
0,0,0,30,0,12,1,14,12,0,14,18704,3,0,4,3,0,4,8400,2,0,5,2,0,5,6905,221
0,0,1,30,0,8,1,6,7,1,5,14390,7,2,4,7,2,4,16203,13,2,18,12,2,17,21453,122
0,0,1,30,0,5,0,7,5,0,6,10406,5,1,5,5,1,4,9453,7,0,5,7,0,6,11172,121
0,0,1,30,0,17,4,24,17,5,24,33656,28,7,21,26,6,22,43125,0,0,0,0,0,0,0,212
0,0,1,30,0,6,1,8,6,1,8,8374,3,0,5,3,0,4,7344,13,6,17,14,6,18,24797,221
0,0,1,30,0,6,1,3,6,1,2,8297,10,3,5,10,3,4,16500,16,8,14,15,8,13,27828,303
0,0,1,30,0,4,1,6,4,1,6,7750,14,3,17,14,3,16,22125,3,0,4,3,0,4,7281,203
0,0,1,30,0,20,5,18,18,5,17,28328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412
0,0,1,30,0,6,3,5,6,3,4,10782,15,1,14,13,1,15,21328,3,0,2,3,0,2,6468,221
0,0,1,29,1,5,0,10,4,0,11,10141,6,0,14,5,0,16,12453,6,0,9,7,0,9,14422,122
0,0,1,29,1,4,0,4,3,0,6,7875,10,0,1,10,0,1,13375,3,0,0,3,0,1,7157,121
0,0,1,29,1,13,0,14,11,0,15,15156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
0,0,1,29,1,6,1,3,6,1,2,10188,3,0,2,3,0,2,7812,4,1,2,4,1,1,8266,221
0,0,1,29,1,1,0,0,1,0,0,2531,12,0,5,10,0,3,11938,0,0,0,0,0,0,0,303
0,0,1,29,1,9,1,5,6,1,4,9297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
0,0,0,27,0,16,4,15,14,4,16,31724,4,0,2,4,0,2,10592,5,1,1,5,1,1,13622,122
0,0,0,27,0,15,0,18,15,0,20,17988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
0,0,0,27,0,8,4,7,8,4,7,15730,13,2,6,13,2,6,22018,19,6,17,17,6,16,38795,212
0,0,0,27,0,2,0,3,2,0,3,5338,10,2,19,9,2,16,18271,6,0,5,7,0,6,13834,221
0,0,0,27,0,2,0,2,2,0,2,5184,6,1,3,6,1,3,13513,18,8,19,17,8,18,39591,303
0,0,0,27,0,8,1,6,8,1,7,17082,6,0,7,5,0,7,14912,7,0,6,7,0,6,14344,203
0,0,0,27,0,2,0,3,2,0,4,5629,3,0,3,3,0,4,8031,3,0,7,3,0,7,9985,412
0,0,0,27,0,14,1,18,12,1,16,26686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
0,0,0,31,0,14,2,15,11,2,15,20450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
0,0,0,31,0,6,1,5,5,1,6,9882,2,0,2,2,0,2,8590,6,1,7,6,1,6,11549,121
0,0,0,31,0,13,3,10,12,3,11,23016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
0,0,0,31,0,5,0,3,5,0,3,5168,4,0,0,4,0,0,7500,16,5,12,16,4,12,32758,221
0,0,0,31,0,3,0,5,3,0,5,4933,15,0,29,14,0,27,24507,1,0,0,1,0,0,4321,303
0,0,0,31,0,9,0,29,9,0,28,16327,1,0,1,1,0,1,5133,1,0,0,1,0,1,5612,203
0,0,0,31,0,1,0,0,1,0,0,2498,2,2,3,2,2,3,8647,1,0,0,1,0,0,4490,412
0,0,0,31,0,4,0,1,4,0,1,3984,12,4,6,11,4,6,21037,6,0,3,6,0,4,9609,221
0,0,0,29,0,3,3,8,3,3,8,13562,13,4,12,12,4,12,41641,2,0,2,2,0,2,9703,122
0,0,0,29,0,7,5,7,4,5,7,17703,7,2,6,7,2,6,23828,7,3,9,7,3,9,24281,121
0,0,0,29,0,15,6,27,14,6,26,45062,3,2,8,3,2,6,13078,3,0,3,3,0,3,12922,212
0,0,0,29,0,5,0,3,5,0,3,7812,27,14,27,24,14,27,54250,0,0,0,0,0,0,0,221
0,0,0,29,0,4,4,8,4,4,8,16578,5,6,12,4,6,13,21359,11,5,19,10,5,19,36047,303
0,0,0,29,0,13,3,14,13,3,15,30421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
0,0,0,29,0,6,3,9,6,3,9,20703,17,13,31,15,13,29,39172,11,4,28,11,4,28,29578,412
0,0,0,29,0,5,1,2,5,1,2,9922,25,6,19,24,6,20,42140,0,0,0,0,0,0,0,221
1,0,0,33,1,8,3,18,7,3,18,17360,9,0,6,8,0,6,14359,8,0,7,8,0,7,14453,122
1,0,0,33,1,6,1,8,6,1,10,11797,3,0,2,3,0,2,8391,4,0,2,4,0,1,8281,121
1,0,0,33,1,9,1,9,10,1,7,16672,2,0,4,2,0,4,7969,1,0,1,1,0,1,4156,212
1,0,0,33,1,3,0,3,3,0,3,5047,27,10,40,26,10,42,53734,5,1,4,5,1,4,12078,221
1,0,0,33,1,7,3,7,6,3,7,18515,5,3,4,5,3,3,15500,12,6,10,11,6,9,20047,303
1,0,0,33,1,10,1,6,10,1,6,12406,13,2,11,13,1,10,23406,14,2,9,14,2,9,26344,203
1,0,0,33,1,7,4,9,8,4,8,15313,17,8,25,14,8,27,32937,17,4,15,15,3,14,32297,412
1,0,0,33,1,2,0,2,3,0,2,5453,3,0,2,3,0,2,7266,7,2,8,7,2,7,15828,221
1,2,0,34,0,0,0,0,0,0,0,2594,13,4,11,11,4,11,18297,7,1,4,8,1,4,12328,122
1,2,0,34,0,14,0,25,12,0,24,16063,14,0,12,13,0,13,22250,0,0,0,0,0,0,0,121
1,2,0,34,0,4,0,18,3,0,19,5219,19,5,14,17,5,14,21828,5,4,12,5,4,10,13906,212
1,2,0,34,0,1,0,0,1,0,0,3563,4,0,9,3,0,6,11328,10,0,11,8,0,11,18953,221
1,2,0,34,0,2,0,2,2,0,2,2047,1,1,2,1,1,2,9797,1,0,0,1,0,0,4750,303
1,2,0,34,0,11,5,18,10,5,19,22438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
0,0,0,27,0,23,2,21,20,2,24,25265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
0,0,0,27,0,19,6,28,17,7,29,28968,10,3,11,9,3,11,18875,7,2,4,7,2,5,9672,121
0,0,0,27,0,9,3,5,9,3,5,12625,5,0,7,6,0,8,11203,4,1,5,4,1,5,8875,212
0,0,0,27,0,16,9,24,14,9,23,26578,1,0,0,1,0,0,5000,7,3,5,7,3,5,9953,221
0,0,0,27,0,4,1,12,4,1,11,8578,22,6,30,19,6,30,32671,0,0,0,0,0,0,0,303
0,0,0,27,0,13,7,19,11,7,19,20562,7,2,5,6,2,3,9719,18,7,21,16,7,20,28469,203
0,0,1,37,1,3,1,5,3,1,7,13531,10,3,19,10,3,19,24328,2,0,7,2,0,9,9281,122
0,0,1,37,1,3,0,7,2,0,7,8297,0,0,0,0,0,0,4922,3,1,13,3,1,13,10703,121
0,0,1,37,1,2,0,1,2,0,1,5906,5,1,4,4,1,4,12672,3,1,1,3,1,1,10203,212
0,0,1,37,1,3,0,2,3,0,1,5250,5,0,9,5,0,9,10390,6,0,11,6,0,10,12703,221
0,0,1,37,1,17,7,30,16,7,30,35640,4,0,4,4,0,4,10672,3,0,15,3,0,14,14282,303
0,0,1,37,1,8,0,15,8,0,15,13281,6,0,19,4,0,19,16157,5,0,15,4,0,15,13671,203
0,0,0,26,1,9,1,5,9,1,4,9171,1,1,1,1,1,1,6407,1,0,6,1,0,6,7140,122
0,0,0,26,1,12,2,39,11,2,39,18234,9,1,14,8,1,12,13704,7,1,8,7,1,8,11953,121
0,0,0,26,1,7,1,12,7,1,12,11781,3,0,2,3,0,1,7235,7,0,9,6,0,8,12297,212
0,0,0,26,1,15,2,16,13,2,16,17563,9,3,6,7,3,6,13922,12,1,11,11,1,12,15453,221
0,0,0,26,1,9,0,9,8,0,9,8672,19,3,17,16,2,18,22172,16,3,16,13,3,16,18031,303
0,0,0,26,1,3,0,2,3,0,1,4250,10,1,12,9,1,11,15344,3,0,2,3,0,3,6656,203
0,0,0,23,0,8,0,3,8,0,4,9078,9,0,5,8,0,5,13672,7,0,6,6,0,7,10968,122
0,0,0,23,0,7,2,4,7,2,4,13750,8,0,5,7,0,5,12875,4,1,1,4,1,1,9218,121
0,0,0,23,0,14,1,11,13,1,10,19078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
0,0,0,23,0,0,0,0,0,0,0,1625,3,0,0,3,0,0,7047,4,2,3,4,2,3,12672,221
0,0,0,23,0,3,0,2,3,0,2,5234,3,0,2,2,0,2,7203,2,0,2,2,0,1,6094,303
0,0,0,23,0,7,0,9,7,0,9,10109,2,0,3,1,0,2,6750,8,1,7,8,1,6,12844,203
1,1,0,30,0,23,4,10,22,5,10,29704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
1,1,0,30,0,4,2,4,4,2,4,9357,4,1,1,4,1,1,12291,3,0,1,3,0,1,8785,121
1,1,0,30,0,22,12,21,20,12,21,35637,11,6,10,11,6,10,24257,9,3,5,10,3,6,17818,212
1,1,0,30,0,2,1,2,2,1,2,7195,15,13,19,17,13,18,38324,0,0,0,0,0,0,0,221
1,1,0,30,0,11,3,4,9,3,4,14524,15,4,9,15,4,9,23394,13,3,7,11,3,8,21312,303
1,1,0,30,0,11,4,5,10,4,5,21761,20,5,12,17,5,12,31548,0,0,0,0,0,0,0,203
1,1,0,30,0,16,7,10,12,7,9,23355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412
1,1,0,30,0,23,4,15,22,4,14,30421,6,0,7,4,0,6,12270,24,5,19,24,5,19,40276,221
1,1,0,30,0,13,2,9,13,2,9,19356,1,0,3,1,0,3,5736,10,4,7,9,4,7,19984,112
0,3,0,26,0,6,1,2,6,1,2,8125,12,5,8,10,5,9,17156,5,2,5,5,2,5,10969,122
0,3,0,26,0,12,4,17,11,4,16,15390,23,2,16,24,2,15,29469,20,4,17,17,4,18,27000,121
0,3,0,26,0,2,0,8,1,0,8,5343,6,1,5,6,1,5,10141,16,3,12,14,2,12,21625,212
0,3,0,26,0,23,6,23,24,6,24,26484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
0,3,0,26,0,23,15,25,22,16,25,33891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303
0,3,0,26,0,27,8,30,22,8,27,26609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
1,0,0,30,0,8,3,9,8,3,9,14781,19,10,32,17,10,34,38551,0,0,0,0,0,0,0,122
1,0,0,30,0,5,2,3,2,2,3,8088,7,0,5,7,0,6,12947,10,1,8,9,1,7,18089,121
1,0,0,30,0,9,3,14,8,3,14,14655,11,2,13,11,2,13,19617,15,5,13,14,5,11,27478,212
1,0,0,30,0,7,3,5,5,3,6,12580,18,4,23,16,4,21,27457,0,0,0,0,0,0,0,221
1,0,0,30,0,10,2,13,10,2,12,15926,1,0,0,1,0,0,4646,12,3,19,10,3,17,22086,303
1,0,0,30,0,22,6,17,21,6,18,26987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
0,0,0,27,0,8,1,15,8,1,14,12374,1,0,1,1,0,1,4721,14,3,16,14,3,15,23017,122
0,0,0,27,0,14,2,12,13,2,11,20447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
0,0,0,27,0,18,8,16,18,8,17,23718,9,2,17,7,2,15,15494,6,6,7,6,6,8,11876,212
0,0,0,27,0,10,5,12,7,5,12,13344,14,8,25,12,8,22,22832,0,0,0,0,0,0,0,221
0,0,0,27,0,5,2,4,4,2,4,5178,24,8,21,21,8,19,31102,0,0,0,0,0,0,0,303
0,0,0,27,0,2,0,2,2,0,2,3735,11,1,10,8,1,10,15152,0,0,0,0,0,0,0,203
0,0,0,27,0,13,3,7,12,2,5,13095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412
0,0,0,27,0,6,1,3,6,1,3,7589,13,3,9,10,3,8,17680,0,0,0,0,0,0,0,221
0,0,0,27,0,14,5,9,12,4,9,14687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
0,0,0,27,0,16,5,25,12,5,27,20415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
